Perdeal;Dryred;Sweetred;Drywh;Sweetwh;Dessert;Exotic;BMU;label
-0.24403716498475225;0.16624702220300033;-0.08027705404902256;-0.058807260160586836;-0.18359224935898144;-0.23808638813483846;-0.2753103323789392;1077.0;0
-0.17206703192834005;-0.04638918599594752;-0.16828582177026635;0.22771807045140224;-0.13637741220882285;-0.07592896171353038;-0.17234899448975208;1078.0;0
0.17853018185829925;0.17975614460867773;-0.10033738343908742;-0.1677200984532307;-0.09927175642346564;-0.10040454474817412;0.3889992813529749;1128.0;0
0.04464143062675145;0.3503002969645745;-0.2466373837459097;-0.3185025145231266;-0.15588390044363554;-0.20215360373098612;0.2747240265276136;980.0;0
-0.2066671875463179;0.07329937080647124;0.05797486618989867;-0.02713462187369708;-0.059925453320250587;-0.2184925818093708;0.2756764524581677;978.0;0
0.25347812340315584;0.15006875300980613;-0.12949784055630004;-0.08119567003671076;-0.15632032204322074;-0.100458759251651;0.11574283960184617;1128.0;0
-0.22436162545567176;-0.16531741356955976;-0.10804728673695002;0.30135574167824725;-0.10719901122949756;0.1545680784109712;-0.20590695492419747;416.0;2
0.3906370832705579;-0.2725919750187159;0.3441735999668509;0.16104229048072716;0.17678860221415013;0.18577141025112076;0.23009605364246746;1515.0;2
-0.15540249008951704;0.474075042530253;-0.193736583283418;-0.4628690047840905;-0.24601548396489936;-0.2488227624696149;-0.05592082400367119;980.0;0
0.011644948646068952;0.18974076549124105;0.2682361589491267;-0.29919520656365073;-0.2686665971051529;0.0336440762005681;0.19207759402372374;1125.0;0
-0.21867200317388769;0.268568689775237;-0.15201494320869732;-0.17073162272773454;-0.1508214791524952;-0.2724797451038753;0.014915498277518997;1028.0;0
-0.19442320666795487;-0.3569887782187424;0.3946499137610294;0.12419440093683437;0.2528749404429736;0.4396613328720441;-0.0205075654278249;1465.0;2
-0.19982224927567574;-0.07350372729338606;0.08566655158850799;0.05996563496747453;-0.20327130076025665;0.21038476622368474;-0.034685651067259966;1077.0;0
0.27299390148860025;0.32976813231058083;-0.21926920927828716;-0.3248784460779272;-0.16919519546730893;-0.1207829411508372;0.31862425855070226;1030.0;0
-0.12234947481258453;0.04958187217756237;-0.15284760248496546;-0.0416721193085277;-0.09203078826758107;0.15707886735529286;-0.08709634523507027;1077.0;0
-0.2154216240241008;-0.13031571845392087;-0.07760097013831266;0.16155646844494068;0.02285166913241937;0.2354117588734459;-0.2446918466417645;1415.0;2
0.20536855685278504;0.3829665500308345;-0.20086915716586726;-0.3548396192884889;-0.1987358386245174;-0.24618171557465515;-0.2511553885739247;1127.0;0
-0.1346940383166462;0.17513864156066694;0.05774519015747088;-0.2293714720948139;-0.05968804974755496;-0.13775123604123835;-0.08959494291256734;1126.0;0
-0.035134158015783165;0.22639880437790774;0.3140672739701008;-0.28630059280611103;-0.25708769502643103;-0.3184644010500711;-0.3006747094595186;1176.0;0
0.1770228099851106;-0.2406829266200482;-0.037301800295283134;0.3401174332884872;-0.013088764556540991;0.1877559233049224;0.1400383437414485;1466.0;2
-0.14197162462307894;0.14566233807236276;-0.2271658720038097;-0.034575836845034034;-0.1258237595243784;-0.07404018225395627;-0.2628582608608548;1078.0;0
0.3486674643696373;0.14819228096288795;0.15028559928085813;-0.12286633140946815;-0.1938766388708576;-0.1960889619006808;-0.04406934566064714;1178.0;0
-0.211178971537208;-0.18384831173419602;-0.16769664777286306;0.27381966065017765;0.021385060781528718;0.22030315348182306;-0.08853413819033983;1415.0;2
-0.2365546308157561;0.2636258450554633;-0.2525584185306572;-0.1103893764599299;-0.24987613736501;-0.2527274697200345;-0.03325416214149853;1028.0;0
-0.0963384024541703;0.4289579082025057;-0.18655454504181815;-0.4457099177553522;-0.2368954066727506;-0.18574579426133145;-0.14313226149431268;980.0;0
-0.18453254195312305;-0.16129845907778192;-0.030117881528805263;0.4024142205803014;-0.03059717850741672;-0.2586161590244893;0.1587134383772996;978.0;0
-0.10736463582224902;0.31497119581797545;-0.16036720625650638;-0.28329206542858365;-0.19358356262543167;-0.19654323498525572;0.06858389446502597;1029.0;0
0.2587613006805395;0.18489508535796287;-0.3230602138349854;-0.1407872229469948;0.08391073389757188;-0.20527721302698027;0.06383114738253545;1129.0;0
0.06174834902969761;-0.22843313401298904;0.3986215336467003;0.0034955764038324;0.31194007755624265;0.15740709994449845;0.33341330749074993;1514.0;2
-0.1874118194918105;-0.2135730502898774;0.2225584957788022;0.16849547102608609;-0.01843182229925726;0.2293850908176045;-0.12209415458167733;465.0;2
0.4571445120708358;-0.11881523372848618;0.11450837405867005;0.2468634840739705;-0.207471262279381;-0.021183085300925282;0.07013256285149612;1179.0;0
-0.1801165284196223;-0.2394325022826433;0.17439729324767522;0.11505552618572393;0.32852317336231784;0.14768754542894408;-0.12660729144973729;1465.0;2
0.5072175939152562;-0.1452724893351562;-0.23995025364210595;0.30602820747616444;-0.02326856063622748;0.06855532832589252;-0.04420050701219293;1230.0;0
-0.20578672544860868;0.29532338002086;-0.2427914521079769;-0.19834205925750145;-0.2402129004090942;-0.2429539657315112;0.1264678001821313;979.0;0
-0.026601338279927538;0.2906885964534129;-0.18069275356008865;-0.31766936071631785;-0.08197705085176524;-0.11481483412851355;-0.1574608265594558;1126.0;0
-0.15016211790964684;-0.15933692787944378;-0.14180448205302218;0.12570664078851185;0.21387244485907328;0.2495050197476669;-0.04777717342997955;1466.0;2
-0.16976850156593834;0.0012058071911634615;0.17045761956673622;0.03210323787476553;-0.10882344404356027;-0.1411245890128175;-0.11059997031935953;1077.0;0
-0.14240953230791087;-0.07120099532138978;0.4150552647963559;-0.049863910503801984;0.06101746521178687;-0.06284183440063276;-0.004386075009142568;1126.0;0
-0.06383320608091088;0.4527885126525218;-0.23749136028610254;-0.44208563924933225;-0.2349690978867519;-0.2376503262677427;-0.25266647572625645;1030.0;0
-0.0959378860284103;0.0964759133199186;-0.05576685452027067;-0.025156968345824558;-0.12753784231792242;-0.12821946867332853;-0.052579039330675266;1078.0;0
